model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,malignant_recall,benign_recall,false_benign_rate,false_malignant_rate,roc_auc,ece,brier,avg_confidence,log_loss,temp_ece
logistic,0.9824561403508771,0.9811507936507937,0.9811507936507937,0.9811507936507937,0.9811507936507937,0.9761904761904762,0.9861111111111112,0.023809523809523808,0.013888888888888888,0.9950396825396824,0.03615059718594341,0.04839897482123564,0.946305543164934,0.08664102613290418,0.024649051897564955
neural_net,0.956140350877193,0.9603174603174602,0.9483091787439614,0.9603174603174602,0.9535338713621913,0.9761904761904762,0.9444444444444444,0.023809523809523808,0.05555555555555555,0.9933862433862434,0.024515205308010754,0.05082624538491462,0.9784590685576723,0.10330734690371102,0.021719322990365726
